33885dadbb5e1363adbab24fb29256c0,048beca6ccda094fb80bbc704d7c493d,4,5/9/2017 0:00
c740c68f3e2854748fbc190434925e16,058ac520863d0c0d57e3cf920de368d4,5,6/6/2018 0:00
f72dc5627bd78fb840c136295ae345f5,07f6c3baf9ac86865b60f640c4f923c6,1,3/25/2018 0:00
fab6aa1b4c382a27ae8625faa342c229,0ab7fb08086d4af9141453c91878ed7a,4,4/14/2018 0:00
32b5d92aea4dfceb653539959c02396f,0d8e03520c1b877edaf5ef24f7abb5cb,5,6/12/2018 0:00
901bca3d318d8b738e31ae94132f1c17,0dbcaa88e213607d3795e96eda505c73,5,7/8/2018 0:00
3284123fab006f841f03fe35b9ad7f04,0fcddd81b836920211d255a9bd25ae50,5,10/31/2017 0:00
29c6acc0a40a4270b82cc766f6458047,11c8a3b7adc8c5c3f5ae4f0257c5e953,5,10/20/2017 0:00
e72cfaf74b8d294957e557aeb8547931,17a9050c446ea78f7108b7a5515aa438,5,6/13/2017 0:00
680cceb79d756ba137bddf4aa071572e,1839b1db32d5ea90a7fc3ca19bdd16ad,4,12/2/2017 0:00
e76691b5b361d24a2ce3a7d5beae25c9,1bd518c15ee16570e9b8c8e29fde9ab6,5,8/8/2018 0:00
0435be20ac550ab003076456797abb65,1f7c1b144b5b6d0a4339bd2e7ce499ac,4,3/13/2018 0:00
71331bdbd621d68216e135532172a242,20b93906f0b1d44ad5e6c166ab370ba7,5,4/14/2017 0:00
56647f8fbe7430f42719c0510d99e636,21a00b08cbeb5716bbb66105e3dbd850,1,8/25/2018 0:00
5cb9e34468bf4ad65598dd4108ac2b75,2346e1104a4b18a23e6dc6a87c2d1b8c,5,9/15/2017 0:00
e18443b78ee9f058912366f8a01c397a,246161390a20f964881feeaeea896671,5,2/7/2018 0:00
67a928858fe0b837e9e374ff33d84c1e,263ba12390d0fbce329dd16da8cd20f8,4,6/23/2018 0:00
869696516d580a0871642308af4301f2,2927b6be262c5528b8135e5d330c00f9,4,6/5/2018 0:00
238e7cc8c4579a3d4db8f2a211db5b06,316a104623542e4d75189bb372bc5f8d,5,3/7/2017 0:00
e67055ff2d90cdc3299b6af2d5dfa231,333d224f4b2d2604e6cfd777af5270d2,5,3/1/2018 0:00
e2b6f30b9c45cf84b965172279b14bac,378d1ac3d8e22dd46990757398ae8500,4,8/11/2018 0:00
dbc518e2873392698db626985657a407,393654d81daf611630ac2068a7c9b12b,5,11/8/2017 0:00
91a1eb80de44784abc44eda404a79130,3cf2ae4128b7627b6d9dacd45887cba7,4,3/9/2018 0:00
88d494bbbff85951dbfb1bfbec927349,3ea8ef64da06a959e384edb7cb824c02,4,6/13/2017 0:00
15c9136f43468a8428316d9871eaf14d,3ea8ef64da06a959e384edb7cb824c02,4,6/6/2017 0:00
dca740d6b8869a20d8e4c99996ae12bf,3ecc3564cd9c6190ef2a103f37351bb9,5,1/11/2018 0:00
36952158d7ad556c68e60516f6160dfa,40e61df3e13139ca0731f9f2d68732b5,5,6/15/2018 0:00
f05892c90c349c0dd8e480a9302368e2,41a75aec932b24ba50e98ba8b50b625d,2,3/14/2018 0:00
554e780c4f4a091b9449f31b3b3d4b22,47dc3a1de5a0aec4323cdade0588655c,1,2/2/2018 0:00
f1ed520a31ec2b35f273c0586d08f2b5,4d6f99dd1c15b51cdaf72f7b14223d26,5,4/10/2018 0:00
92b74b743c6f5abe4d160efac70259af,4ed7a5d31f58c9c3b20a61e3927db6d9,5,5/13/2018 0:00
738aa141bc5bba253b3899ac1703650b,52cfb42088bb202a56a77b48a3051baa,5,3/14/2017 0:00
ff92e001aeb2af2a5324edef13cffa30,53622f13efcb7f159787ccafac6626cb,5,6/27/2018 0:00
b6ff098401ec84fd6cecf46f4eb9c124,5476692f5bd7809bea1c3e1b737f9246,5,1/27/2018 0:00
20170c6a359982a3796022dce350e4bc,567cb4e829743d8cc4dd3dc72b6d7136,2,6/9/2018 0:00
