00012a2ce6f8dcda20d059ce98491703,6273,osasco,SP
000161a058600d5901f007fab4c27140,35550,itapecerica,MG
0001fd6190edaaf884bcaf3d49edf079,29830,nova venecia,ES
0002414f95344307404f0ace7a26f1d5,39664,mendonca,MG
000379cdec625522490c315e70c7a9fb,4841,sao paulo,SP
0004164d20a9e969af783496f3408652,13272,valinhos,SP
000419c5494106c306a97b5635748086,24220,niteroi,RJ
00046a560d407e99b969756e0b10f282,20540,rio de janeiro,RJ
00050bf6e01e69d5c0fd612f1bcfb69c,98700,ijui,RS
000598caf2ef4117407665ac33275130,35540,oliveira,MG
0005aefbb696d34b3424dccd0a0e9fd0,3052,sao paulo,SP
00062b33cb9f6fe976afdcff967ea74d,2306,sao paulo,SP
00066ccbe787a588c52bd5ff404590e3,93525,novo hamburgo,RS
00072d033fe2e59061ae5c3aff1a2be5,45026,vitoria da conquista,BA
0009a69b72033b2d0ec8c69fc70ef768,13106,campinas,SP
000bf8121c3412d3057d32371c5d3395,12335,jacarei,SP
000e943451fc2788ca6ac98a682f2f49,99460,colorado,RS
000f17e290c26b28549908a04cfe36c1,98400,frederico westphalen,RS
000fd45d6fedae68fc6676036610f879,12970,piracaia,SP
0010068a73b7c56da5758c3f9e5c7375,63680,parambu,CE
001028b78fd413e19704b3867c369d3a,5387,sao paulo,SP
00104a47c29da701ce41ee52077587d9,38400,uberlandia,MG
001051abfcfdbed9f87b4266213a5df1,2251,sao paulo,SP
00114026c1b7b52ab1773f317ef4880b,22470,rio de janeiro,RJ
001226b2341ef620415ce7bbafcfac28,90470,porto alegre,RS
0012a5c13793cf51e253f096a7e740dd,20011,rio de janeiro,RJ
0013280441d86a4f7a8006efdaf1b0fe,5409,sao paulo,SP
0013cd8e350a7cc76873441e431dd5ee,3585,sao paulo,SP
001450ebb4a77efb3d68be5f7887cb1e,18150,ibiuna,SP
00146ad30454993879adaa91c518f68c,31060,belo horizonte,MG
00155f0530cc7b2bf73cc3f81cb01c52,13042,campinas,SP
001574cd5824c0b1ea90dd4f4ba6d5b8,8248,sao paulo,SP
0015bc9fd2d5395446143e8b215d7c75,12233,sao jose dos campos,SP
0015f7887e2fde13ddaa7b8e385af919,25903,mage,RJ
0017a0b4c1f1bdb9c395fa0ac517109c,81510,curitiba,PR
0018c09f333634ca9c80d9ff46e43e9c,9190,santo andre,SP
0018f7fde63ca77254dbc47f4ea358b2,13635,pirassununga,SP
0019c9aaad15b043c48f0a1180f22ce8,4141,sao paulo,SP
001a57041f56400917a187dd74e6cbc1,2512,sao paulo,SP
001b4e9b73aa98a6276b241bfd496822,11436,guaruja,SP
001c7f05398c45b42eee0d5a77783bca,6719,cotia,SP
001df1ee5c36767aa607001ab1a13a06,1030,sao paulo,SP
001f150aebb5d897f2059b0460c38449,79031,campo grande,MS
001f35d9f262c558fd065346fbf5801d,21011,rio de janeiro,RJ
001f6f1a5e902ad14e1f709a7215de11,12460,campos do jordao,SP
00205ad9ba1ef4340cef86583294cf82,58090,joao pessoa,PB
002236c4f333bc8df6a5939749eb7869,12330,jacarei,SP
002348c1099e3229276c8ad7d4ddc702,13295,itupeva,SP
002408f390f729598bbac1ef9421c6ae,89188,agronomica,SC
002450e9ea44cb90b8a07ba0b197e149,35145,sobralia,MG
002554bdf9eb99618d8189c3a89fdd52,89804,chapeco,SC
0026955706fd4e2fa997f3f4c18d485a,2926,sao paulo,SP
0026d252429f669d454d726e5e956aa1,13860,aguai,SP
002834b4d901534f48d9e9a72047b288,8940,biritiba-mirim,SP
0028ff36263a86bf679df7c863a0a0ba,28895,rio das ostras,RJ
002905287304e28c0218389269b4759b,37578,bueno brandao,MG
002937abdae13680e17dccd3868b4825,45530,itacare,BA
0029cdf064769cabdf3186b54d068c99,3183,sao paulo,SP
002a10e899b62a460b0116e0b68697ad,18650,sao manuel,SP
002b24cb2cd0c3e575040dbd278885e3,79117,campo grande,MS
002b5342c72978cf0aba6aae1f5d5293,22775,rio de janeiro,RJ
002c625393dfa194828b462a6ef8cb0b,58102,cabedelo,PB
002ce108ccf0356ef5c8b1dce3c0ae29,2728,sao paulo,SP
002d358e2462f87678443706cbf2eb21,5171,sao paulo,SP
002d597546b2cf44428232c9f237f873,13208,jundiai,SP
002ebb669a34b9e79c88efc755e95322,28895,rio das ostras,RJ
002ef7e55600d44ead53f7c1644e5222,36016,juiz de fora,MG
002f067b028a3643ad3a0969c7a0f3dc,81880,curitiba,PR
002f90a6eb386bc43bc9ba200db31a89,4929,sao paulo,SP
002fb8fc5ce64f8422fa2fe79986c783,9781,sao bernardo do campo,SP
002ff70a5285669011090c077ef929af,80730,curitiba,PR
00302a0b99783c3d1d1e81c616e321e8,22210,rio de janeiro,RJ
