2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
e1c76f339ebd5460999f25a2aa8c92c5,3029,sao paulo,SP
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
26b482dccfa29bd2e40703ba45523702,13450,santa barbara d´oeste,SP
e5a38146df062edaf55c38afa99e42dc,1233,sao paulo,SP
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
2138ccb85b11a4ec1e37afbd1c8eda1f,8250,sao paulo,SP
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
f680f85bee2d253556ac91be391d2c82,6365,carapicuiba,SP
6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP
d97df38225e5abadaff1e72cb72b823c,9560,sao caetano do sul,SP
d97df38225e5abadaff1e72cb72b823c,9560,sao caetano do sul,SP
e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP
b1b3948701c5c72445495bd161b83a4c,3390,sao paulo,SP
ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP
18a349e75d307f4b4cc646a691ed4216,1319,sao paulo,SP
aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
52a50b42accf164f9f019941e5759d9b,13820,monte alegre do sul,SP
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG
7a241947449cc45dbfda4f9d0798d9d0,37590,jacutinga,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
1b8356dabde1d35e17cef975c3f82730,3477,sao paulo,SP
968268a686aa05d1f529fb07dff08130,1530,sao paulo,SP
79ed755314cfe6df0daef2c6cd3022cd,13503,rio claro,SP
2c9e548be18521d1c43cde1c582c6de8,8752,mogi das cruzes,SP
b2ba3715d723d245138f291a6fe42594,3470,sao paulo,SP
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
6bb0724edf0b62fb91ac404873a97241,6700,cotia,SP
bf84056e679dbe9c69929847a40e338f,2537,sao paulo,SP
8090490573c6c0aa343a7231ebcb8c86,4130,sao paulo - sp,SP
4c2b230173bb36f9b240f2b8ac11786e,3933,sao paulo,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
c6381d2d013342748761e906d45aff76,93180,portao,RS
c6381d2d013342748761e906d45aff76,93180,portao,RS
c6381d2d013342748761e906d45aff76,93180,portao,RS
c500367424994318b9e779ff1ae9a330,13145,paulinia,SP
41b86b552e54e3a7009596125aa8b167,2470,sao paulo,SP
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
adbc26658d6c7b4b6219f9d934598091,81770,curitiba,PR
bb135baca94c82fcb731335ad5b04a03,4362,sao paulo,SP
bb135baca94c82fcb731335ad5b04a03,4362,sao paulo,SP
6c6cc59a5c00cacc5054ca06d65cc282,97110,santa maria,RS
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
788e857f317e53de488d393e65a80f45,8280,sao paulo,SP
efcd8d2104f1a05d028af7bad20d974b,16012,aracatuba,SP
f27e33c6d29b5138fa9967bcd445b6d5,4273,sao paulo,SP
0d85bbda9889ce1f7e63778d24f346eb,38414,uberlandia,MG
9de4643a8dbde634fe55621059d92273,89225,joinville,SC
9de4643a8dbde634fe55621059d92273,89225,joinville,SC
7a67c85e85bb2ce8582c35f2203ad736,3426,sao paulo,SP
bcc9dd23e2a8bd8267cf92b19304a1b9,14940,ibitinga,SP
86ccac0b835037332a596a33b6949ee1,89041,blumenau,SC
f4aba7c0bca51484c30ab7bdc34bcdd1,1031,sao paulo,SP
1da3aeb70d7989d1e6d9b0e887f97c23,4265,sao paulo,SP
8ae520247981aa06bc94abddf5f46d34,88370,navegantes,SC
ac3508719a1d8f5b7614b798f70af136,92030,canoas,RS
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
e5e33c0d8e7e002f398f5dc4cbbb338f,17032,bauru,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
b76a1f8356322f12529c37b67d5c96c2,11015,santos,SP
ad8b531ae67582f096925cff5630d0d1,84172,castro,PR
dfc5fb7259bb2b599ca565e6e9448f0f,9780,sao bernardo do campo,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
